Age,Candidate,Constituency_Name,Constituency_No,Constituency_Type,Contested,DelimID,Deposit_Lost,District_Name,ENOP,Electors,Incumbent,Last_Constituency_Name,Last_Party_ID,Margin,Votes,Margin_Percentage,MyNeta_education,N_Cand,No_Terms,Party,Party_ID,Party_Type_TCPD,Poll_No,Position,Recontest,Same_Constituency,Same_Party,Sex,Sub_Region,TCPD_Prof_Main,TCPD_Prof_Main_Desc,TCPD_Prof_Second,TCPD_Prof_Second_Desc,Turncoat,Turnout_Percentage,Valid_Votes,Vote_Share_Percentage,Votes,last_poll,pid,username,id,displayname,description,verified,created,followersCount,friendsCount,statusesCount,favouritesCount,listedCount,mediaCount,location,protected,profileImageUrl,profileBannerUrl,username,party,district_code
57,ANIL KUMAR VERMA,LAHARPUR,148,GEN,9,4,no,SITAPUR,2.5,355568,FALSE,LAHARPUR,3482,13155,112987,5.48,Graduate,8,3,SP,7425,State-based Party,0,1,TRUE,TRUE,FALSE,M,AVADH,Business,,Agriculture,,TRUE,67.54,240151,47.05,112987,TRUE,AEUP103670,AnilKum06791742,1346666753380687873,Anil Kumar Verma(SP),हरदोई लोहिया वाहिनी जिला महासचिव समाजवादी पार्टी,FALSE,2021-01-06T03:56:00+00:00,431,300,335,925,0,127,"Hardoi, India",FALSE,https://pbs.twimg.com/profile_images/1364052190935982082/s1w4qTS3_normal.jpg,https://pbs.twimg.com/profile_banners/1346666753380687873/1610073259,AnilKum06791742,sp,HAR
58,NIRMAL VERMA,BISWAN,149,GEN,4,4,no,SITAPUR,2.7,338749,FALSE,BISWAN,16651,10478,106014,4.43,Graduate,12,2,BJP,1605,National Party,0,1,TRUE,TRUE,FALSE,M,AVADH,Business,,Politics,Ex MLA,TRUE,69.9,236786,44.77,106014,TRUE,AEUP101874,verma_ex,1331443239354658817,"Nirmal Verma (Ex-MLA,Biswan,Sitapur)","पूर्व विधायक, प्रत्याशी-भाजपा, बिसवां-149 सीतापुर।
भारतीय जनता पार्टी।",FALSE,2020-11-25T03:43:15+00:00,192,104,225,43,0,185,,FALSE,https://pbs.twimg.com/profile_images/1358616458645757956/e9Wah02S_normal.jpg,https://pbs.twimg.com/profile_banners/1331443239354658817/1643774436,verma_ex,bjp,SIT
53,GYAN TIWARI,SEVATA,150,GEN,2,4,no,SITAPUR,2.56,314446,TRUE,SEVATA,1605,20281,108057,9.09,Graduate,6,2,BJP,1605,National Party,0,1,TRUE,TRUE,TRUE,M,AVADH,Business,,Salaried Work or Employed,,FALSE,70.96,223131,48.43,108057,TRUE,GEUP11992,gyantiwaribjp,738370399268802560,Gyan Tiwari MLA,BJP MLA Sitapur UP,TRUE,2016-06-02T14:03:16+00:00,3338,178,513,912,0,252,sitapur,FALSE,https://pbs.twimg.com/profile_images/1482185690574385152/5hbLNt8B_normal.jpg,https://pbs.twimg.com/profile_banners/738370399268802560/1593330613,gyantiwaribjp,bjp,SIT
60,ASHA MAURYA,MAHMUDABAD,151,GEN,2,4,no,SITAPUR,2.7,316699,FALSE,MAHMUDABAD,1605,5222,92091,2.38,Graduate,9,1,BJP,1605,National Party,0,1,TRUE,TRUE,TRUE,F,AVADH,Business,,,,FALSE,69.42,219853,41.89,92091,TRUE,AEUP200526,ashamaurya_bjp,859403654373154816,Asha Maurya BJP,"पूर्व प्रत्याशी भाजपा 151 विधानसभा महमूदाबाद (सीतापुर), राष्ट्रीय उपाध्यक्ष अखिल भारतीय कुशवाहा मौर्य महासभा",FALSE,2017-05-02T13:46:13+00:00,1362,1171,4314,12007,0,2521,"सीतापुर,लखनऊ ",FALSE,https://pbs.twimg.com/profile_images/1480580602629787648/-SK19Nwe_normal.jpg,https://pbs.twimg.com/profile_banners/859403654373154816/1623250133,ashamaurya_bjp,bjp,SIT
58,NARENDRA SINGH VERMA,MAHMUDABAD,151,GEN,3,4,no,SITAPUR,2.7,316699,TRUE,MAHMUDABAD,7425,51565,86869,23.45,Graduate Professional,9,2,SP,7425,State-based Party,0,2,TRUE,TRUE,TRUE,M,AVADH,Agriculture,,,,FALSE,69.42,219853,39.51,86869,TRUE,GEUP12004,nsvermamla,2850064656,Narendra Verma,"MLA Mahmoodabad, Sitapur / Ex. Minister U.P",FALSE,2014-10-10T10:20:42+00:00,5550,66,3692,547,0,3336,"Lucknow, U.P.",FALSE,https://pbs.twimg.com/profile_images/904018064953425921/XF8pVVvH_normal.jpg,https://pbs.twimg.com/profile_banners/2850064656/1490514004,nsvermamla,sp,SIT
38,Manish Rawat,SIDHAULI,152,SC,3,4,no,SITAPUR,2.7,356002,FALSE,SIDHAULI,7425,9716,106222,3.99,Post Graduate,12,2,BJP,1605,National Party,0,1,TRUE,TRUE,FALSE,M,AVADH,Business,,Agriculture,,TRUE,68.46,243719,43.58,106222,TRUE,AEUP101900,manishrawatmla,758546110197661697,Manish Rawat Ex Mla,,FALSE,2016-07-28T06:14:20+00:00,2137,264,840,2033,0,320,"Lucknow, India",FALSE,https://pbs.twimg.com/profile_images/1378062768335548416/Nde8KSou_normal.jpg,https://pbs.twimg.com/profile_banners/758546110197661697/1643486898,manishrawatmla,bjp,SIT
42,Pushpendra Kumar or Dr. Pushpendra Pasi,SIDHAULI,152,SC,1,4,yes,SITAPUR,2.7,356002,FALSE,,,29170,31530,11.97,Doctorate,12,0,BSP,16651,State-based Party,0,3,FALSE,,,M,AVADH,Business,,Agriculture,,FALSE,68.46,243719,12.94,31530,TRUE,AEUP2026719,drpushpwrd,1930844616,Dr. Pushpendra Kumar,,FALSE,2013-10-03T14:14:10+00:00,672,1834,40453,43864,0,2317,"SITAPUR, UTTAR PRADESH",FALSE,https://pbs.twimg.com/profile_images/422682925503504384/TfP3R9W9_normal.jpeg,,drpushpwrd,bsp,SIT
34,SUBHASH RAJVANSHI,MISRIKH,153,SC,1,4,yes,SITAPUR,3.12,360372,FALSE,,,478,1976,0.22,Graduate Professional,11,0,INC,3482,National Party,0,6,FALSE,,,M,AVADH,Agriculture,,,,FALSE,61.42,221341,0.89,1976,TRUE,AEUP2026729,Subhashrajvnshi,1348655520635228163,सुभाष राजवंशी,"प्रदेश सचिव यूथ कांग्रेस
पश्चिमी जोन उत्तर प्रदेश
153 विधानसभा मिश्रिख सुरक्षित                           
instagram : subhashrajvanshi4406",FALSE,2021-01-11T15:39:13+00:00,610,2217,902,1930,0,203,"Sitapur, India ",FALSE,https://pbs.twimg.com/profile_images/1455053956502065154/1BWmdVw-_normal.jpg,https://pbs.twimg.com/profile_banners/1348655520635228163/1610381021,Subhashrajvnshi,inc,SIT
48,Madhavendra Pratap Singh,SAWAIJPUR,154,GEN,1,4,no,HARDOI,2.86,404204,FALSE,,,25687,114263,10.35,Graduate,15,1,BJP,1605,National Party,0,1,FALSE,,,M,AVADH,Politics,Party Worker,Agriculture,,FALSE,61.41,248222,46.03,114263,TRUE,AEUP2026745,MPSinghRanu2,753492780467433476,Madhvendra Pratap Singh Ranu,Member of the legislative Assembly,TRUE,2016-07-14T07:34:12+00:00,7620,275,1348,463,1,1127,"Hardoi, India",FALSE,https://pbs.twimg.com/profile_images/1485252070370607104/xW4KYwE2_normal.jpg,https://pbs.twimg.com/profile_banners/753492780467433476/1540218319,MPSinghRanu2,bjp,HAR
60,Rajeshwari,GOPAMAU,157,SC,6,4,no,HARDOI,2.78,344682,FALSE,GOPAMAU,7425,52049,83764,24.43,12th Pass,7,2,SP,7425,State-based Party,0,2,TRUE,TRUE,TRUE,F,AVADH,Retired or Pension,,Agriculture,,FALSE,61.81,213048,39.32,83764,TRUE,AEUP2029159,exmlarajeshwari,988803255734956033,Rajeshwari Ex MLA,"Ex Member of legislative assembly (2007_2012, 2012_2017) samajvadi party
Facebook- rajeshwari Ex MLA",FALSE,2018-04-24T15:34:02+00:00,76,140,248,306,0,183,"Hardoi, India",FALSE,https://pbs.twimg.com/profile_images/1420382730764775427/Q2AQCdxz_normal.jpg,https://pbs.twimg.com/profile_banners/988803255734956033/1642573253,exmlarajeshwari,sp,HAR
47,Sarvesh Kumar,GOPAMAU,157,SC,1,4,yes,HARDOI,2.78,344682,FALSE,,,29828,31715,14,Graduate,7,0,BSP,16651,State-based Party,0,3,FALSE,,,M,AVADH,Other,,,,FALSE,61.81,213048,14.89,31715,TRUE,AEUP2026771,SarveshJanseva,1275449663378747400,Sarvesh Janseva,official account @Sarveshjansevaबीएसपी   प्रत्याशी 157  गोपामऊ विधानसभा,FALSE,2020-06-23T15:25:42+00:00,777,476,438,655,0,150,Pihaani Hardoi,FALSE,https://pbs.twimg.com/profile_images/1275451237299707904/zbhQitRY_normal.jpg,https://pbs.twimg.com/profile_banners/1275449663378747400/1643432367,SarveshJanseva,bsp,HAR
45,Dr. Munna,BANGARMAU,162,GEN,1,4,no,UNNAO,2.78,358322,FALSE,,,49644,75187,24.39,Graduate Professional,10,0,SP,7425,State-based Party,0,2,FALSE,,,M,AVADH,Business,,,,FALSE,56.8,203527,36.94,75187,TRUE,AEUP2026826,Drmunnaalvi786,787872043471691776,Dr Munna Alvi,"प्रत्याशी समाजवादी पार्टी, 162 बाँगरमऊ विधान सभा, उन्नाव 
@yadavakhilesh",FALSE,2016-10-17T04:25:07+00:00,276,92,444,812,0,220,"Bangarmau Unnao, India ",FALSE,https://pbs.twimg.com/profile_images/1492445771241000960/TeE6xmLp_normal.jpg,https://pbs.twimg.com/profile_banners/787872043471691776/1644670548,Drmunnaalvi786,sp,UNN
48,BAMBA LAL,SAFIPUR,163,SC,2,4,no,UNNAO,2.5,346917,TRUE,SAFIPUR,1605,34132,102968,17.28,Graduate,7,2,BJP,1605,National Party,0,1,TRUE,TRUE,TRUE,M,AVADH,Business,,Agriculture,,FALSE,56.94,197535,52.13,102968,TRUE,AEUP103848,Bambalal_BJP,1314520408507314177,Bamba Lal Diwakar,"Member of Legislative assembly, MLA Safipur, Unnao, Uttar Pradesh.",TRUE,2020-10-09T10:57:56+00:00,65822,32298,4852,757,26,2043,"उन्नाव, भारत",FALSE,https://pbs.twimg.com/profile_images/1461715369232519173/iavI_a3M_normal.jpg,https://pbs.twimg.com/profile_banners/1314520408507314177/1637335137,Bambalal_BJP,bjp,UNN
52,Pankaj Gupta,UNNAO,165,GEN,4,4,no,UNNAO,2.38,411559,TRUE,UNNAO,1605,31128,126670,12.69,Graduate,10,3,BJP,1605,National Party,0,1,TRUE,TRUE,TRUE,M,AVADH,Other,,,,FALSE,59.62,245372,51.62,126670,TRUE,AEUP102055,MlaGupta,1106942268873818112,Pankaj Gupta MLA Unnao Sadar,MLA SADAR UNNAO UP,TRUE,2019-03-16T15:36:17+00:00,6364,63,3244,17,2,3214,,FALSE,https://pbs.twimg.com/profile_images/1106942625972662273/Wn739S3i_normal.jpg,https://pbs.twimg.com/profile_banners/1106942268873818112/1552800328,MlaGupta,bjp,UNN
31,Abhinav Kumar,UNNAO,165,GEN,1,4,no,UNNAO,2.38,411559,FALSE,,,79937,95542,32.58,Graduate Professional,10,0,SP,7425,State-based Party,0,2,FALSE,,,M,AVADH,Business,Rent,Agriculture,,FALSE,59.62,245372,38.94,95542,TRUE,AEUP2026853,abhinavk07,1428935142446297091,Dr. Abhinav Kumar,"The official handle of Young and Energetic Youth Leader of Samajwadi Party from Unnao, Uttar Pradesh. The Page is managed by the office of Shri Abhinav Kumar.",FALSE,2021-08-21T04:21:15+00:00,201,56,423,187,0,321,,FALSE,https://pbs.twimg.com/profile_images/1489522820355063808/ui2A_r4E_normal.jpg,https://pbs.twimg.com/profile_banners/1428935142446297091/1644218022,abhinavk07,sp,UNN
44,Devendra Singh,UNNAO,165,GEN,1,4,yes,UNNAO,2.38,411559,FALSE,,,13415,15605,5.47,5th Pass,10,0,BSP,16651,State-based Party,0,3,FALSE,,,M,AVADH,Business,,,,FALSE,59.62,245372,6.36,15605,TRUE,AEUP2026851,Sdevendra_sp,1258741442039726080,Devendra Singh makhi,Former District Panchayat Member | Leader Of Samajwadi Party,FALSE,2020-05-08T12:52:10+00:00,212,60,59,465,0,40,"Unnao, India",FALSE,https://pbs.twimg.com/profile_images/1310200563049529344/SC3ha_zi_normal.jpg,https://pbs.twimg.com/profile_banners/1258741442039726080/1601209017,Sdevendra_sp,bsp,UNN
27,Yuvraj Singh Chandel,UNNAO,165,GEN,1,4,yes,UNNAO,2.38,411559,FALSE,,,200,686,0.08,Post Graduate,10,0,AAAP,13,State-based Party,0,7,FALSE,,,M,AVADH,Other,,,,FALSE,59.62,245372,0.28,686,TRUE,AEUP2026847,yuv94540,241518027,yuvraj singh chandel,social worker,FALSE,2011-01-22T13:09:23+00:00,6,27,18,3,0,12,"Unnao, India",FALSE,https://pbs.twimg.com/profile_images/1389620841365659648/FQUWU6RQ_normal.jpg,https://pbs.twimg.com/profile_banners/241518027/1620146476,yuv94540,aap,UNN
36,Ankit Parihar,BHAGWANT NAGAR,166,GEN,3,4,no,UNNAO,2.56,419009,FALSE,BHAGWANT NAGAR,3482,55667,84108,22.46,Graduate Professional,8,0,SP,7425,State-based Party,0,2,TRUE,TRUE,FALSE,M,AVADH,Business,,,,TRUE,59.16,247886,33.93,84108,TRUE,AEUP102070,AnkitParihar9,2280044274,Er. Ankit Parihar,"#social_work #politics #cooperative_movement
@samajwadiparty",TRUE,2014-01-07T04:55:52+00:00,10467,1401,5026,14391,10,915,Unnao(U.P.),FALSE,https://pbs.twimg.com/profile_images/1415966811846168577/OPMA56wb_normal.jpg,https://pbs.twimg.com/profile_banners/2280044274/1603211657,AnkitParihar9,sp,UNN
42,ANIL KUMAR SINGH,PURWA,167,GEN,1,4,no,UNNAO,2.33,416086,FALSE,,,31061,133827,12.13,12th Pass,13,1,BJP,1605,National Party,0,1,FALSE,,,M,AVADH,Business,Rent,Salaried Work or Employed,,FALSE,61.53,256018,52.27,133827,TRUE,AEUP2026874,anilsinghmla167,980509628327849984,Anil Singh MLA,"167,Purwa (Unnao) MLA ,UP assembly
President of Mahi Sansatha Maurawan Unnao
youtube.com/channel/UC6Vnu…",FALSE,2018-04-01T18:18:07+00:00,1069,82,962,409,2,436,"Purwa, India",FALSE,https://pbs.twimg.com/profile_images/1487767225872236545/MC1cdMil_normal.jpg,https://pbs.twimg.com/profile_banners/980509628327849984/1642157464,anilsinghmla167,bjp,UNN
44,Abhishek Mishra,SAROJINI NAGAR,170,GEN,3,4,no,LUCKNOW,2.86,565118,FALSE,LUCKNOW NORTH,7425,71084,104440,21.71,Doctorate,14,1,SP,7425,State-based Party,0,2,TRUE,FALSE,TRUE,M,AVADH,Salaried Work or Employed,Managerial Position,,,FALSE,57.93,327373,31.9,104440,TRUE,AEUP103951,profamishra,821735465627906048,Prof. Abhishek Mishra,"National Secretary, Samajwadi Party. Former Cabinet Minister, Govt. of UP & Former MLA Lucknow (North). #बाइस_में_बाइसिकल #AkhileshYadav",TRUE,2017-01-18T15:06:16+00:00,42691,175,4700,5232,36,758,"Lucknow, India",FALSE,https://pbs.twimg.com/profile_images/995191723340062720/pkQ8mZEL_normal.jpg,https://pbs.twimg.com/profile_banners/821735465627906048/1641903696,profamishra,sp,LCK
25,Pooja Shukla,LUCKNOW NORTH,172,GEN,1,4,no,LUCKNOW,2.27,464258,FALSE,,,96261,105206,36.87,Post Graduate,13,0,SP,7425,State-based Party,0,2,FALSE,,,F,AVADH,Social Work,,,,FALSE,56.24,261099,40.29,105206,TRUE,AEUP2026932,poojashukla04,3269786239,Samajwadi Pooja shukla,"डर कर नही,लड़ कर जियो😊✊ पूर्व राष्ट्रीय उपाध्यक्ष समाजवादी छात्रसभा🚲 socialist,activist, member of @samajwadiparty",FALSE,2015-07-06T06:31:41+00:00,40161,671,5629,10897,8,1113,,FALSE,https://pbs.twimg.com/profile_images/1446824122474848265/rsMT1dZd_normal.jpg,https://pbs.twimg.com/profile_banners/3269786239/1540979317,poojashukla04,sp,LCK
61,Ashutosh Tandon 'Gopal Ji ',LUCKNOW EAST,173,GEN,4,4,no,LUCKNOW,2.17,461412,TRUE,LUCKNOW EAST,1605,68731,152928,26.69,Graduate,14,3,BJP,1605,National Party,0,1,TRUE,TRUE,TRUE,M,AVADH,Business,,,,FALSE,55.8,257468,59.4,152928,TRUE,AEUP103964,GopalJi_Tandon,2960958752,Ashutosh Tandon,"कैबिनेट मंत्री - नगर विकास, शहरी समग्र विकास, नगरीय रोजगार एवं गरीबी उन्मूलन, उत्तर प्रदेश सरकार | विधायक - लखनऊ पूर्व",TRUE,2015-01-06T16:34:19+00:00,191545,190,9469,25237,96,6089,"Lucknow, India",FALSE,https://pbs.twimg.com/profile_images/1291284088238813184/UloHfBmN_normal.jpg,https://pbs.twimg.com/profile_banners/2960958752/1506592559,GopalJi_Tandon,bjp,LCK
51,Anurag Singh Bhadouriya,LUCKNOW EAST,173,GEN,1,4,no,LUCKNOW,2.17,461412,FALSE,,,74363,84197,28.88,Doctorate,14,0,SP,7425,State-based Party,0,2,FALSE,,,M,AVADH,Business,Rent,,,FALSE,55.8,257468,32.7,84197,TRUE,AEUP2026948,anuragspparty,816851328362127360,Dr Anurag bhadouria,National  Spokesperson of Samajwadi Party/ Ex state minister of Sports (UP)/Chairman of IGCL (Indian Gramin Cricket League )/ and Polo player.,TRUE,2017-01-05T03:38:27+00:00,190617,233,4945,985,61,1558,India,FALSE,https://pbs.twimg.com/profile_images/990946930355208194/FghKd3kI_normal.jpg,https://pbs.twimg.com/profile_banners/816851328362127360/1524469073,anuragspparty,sp,LCK
38,ASHISH CHANDRA,LUCKNOW CENTRAL,174,GEN,1,4,yes,LUCKNOW,2.22,371829,FALSE,,,3254,6181,1.55,Graduate,13,0,BSP,16651,State-based Party,0,3,FALSE,,,M,AVADH,Business,,,,FALSE,56.63,210567,2.94,6181,TRUE,AEUP2026961,AshishC174,1472843325778448384,Ashish Chandra Srivastava,"Political Candidate Bahujan Samaj Party (BSP) - 174 Lucknow Madhya Vidhansabha.
प्रभारी / प्रत्याशी - बहुजन समाज पार्टी, 174 लखनऊ (मध्य) विधानसभा",FALSE,2021-12-20T08:17:10+00:00,144,17,147,108,1,34,,FALSE,https://pbs.twimg.com/profile_images/1472843575532552194/adncrg69_normal.jpg,https://pbs.twimg.com/profile_banners/1472843325778448384/1639990288,AshishC174,bsp,LCK
49,Anil Pandey,LUCKNOW CANTONMENT,175,GEN,1,4,yes,LUCKNOW,2.38,370671,FALSE,,,3916,10426,1.98,Graduate,11,0,BSP,16651,State-based Party,0,3,FALSE,,,M,AVADH,Business,,,,FALSE,53.34,197716,5.27,10426,TRUE,AEUP2026972,liveanilpandey,1479075721511272450,Anil Pandey BSP Neta Lucknow,"बहुजन समाज पार्टी के युवा नेता अनिल पांडेय जी, समाज के कमजोर वर्गों के उत्थान, सुरक्षा, शिक्षा नीति की दिशा में लगातार काम कर रहे है। जय भीम जय भारत!!",FALSE,2022-01-06T13:01:57+00:00,366,451,217,8,0,175,Lucknow,FALSE,https://pbs.twimg.com/profile_images/1479436979129389056/OJGPQHGH_normal.jpg,https://pbs.twimg.com/profile_banners/1479075721511272450/1641555832,liveanilpandey,bsp,LCK
37,Hemant Kumar,MOHANLALGANJ,176,SC,1,4,yes,LUCKNOW,2.86,363792,FALSE,,,76,577,0.03,Graduate Professional,11,0,Bahujan Mukti Party,1074,Local Party,0,10,FALSE,,,M,AVADH,Business,,,,FALSE,67.55,245742,0.23,577,TRUE,AEUP2026974,Chahar9H,2742382448,Hemant chahar,"District president ( Agra)
youth congress, social worker, and good businessman.",FALSE,2014-08-18T16:24:44+00:00,70,145,209,2003,0,21,"Agra, India",FALSE,https://pbs.twimg.com/profile_images/1259364271839948800/zu-FaHsq_normal.jpg,,Chahar9H,inc,AGR
49,LAJWANTI KURIL,BACHHRAWAN,177,SC,1,4,yes,RAE BARELI,3.85,337922,FALSE,,,11314,13730,5.4,10th Pass,9,0,BSP,16651,State-based Party,0,4,FALSE,,,F,AVADH,Business,,,,FALSE,62,209512,6.55,13730,TRUE,AEUP2026992,lajwanti_kuril,1485315106359881729,Lajwanti Kuril (BSP),"प्रत्याशी - 177 विधानसभा बछरावां, रायबरेली।
#बहुजन_समाज_पार्टी# @bspindia",FALSE,2022-01-23T18:36:45+00:00,1366,33,139,589,1,113,"Bachhrawan, India",FALSE,https://pbs.twimg.com/profile_images/1487257288817537024/EZGtcFgn_normal.jpg,https://pbs.twimg.com/profile_banners/1485315106359881729/1643424743,lajwanti_kuril,bsp,RAE
47,VIMAL KISHOR,HARCHANDPUR,179,GEN,1,4,yes,RAE BARELI,2.7,319979,FALSE,,,1,426,0,Post Graduate,14,0,AAAP,13,State-based Party,0,10,FALSE,,,M,AVADH,Labourer or Daily Wage,,,,FALSE,63.02,201651,0.21,426,TRUE,AEUP2027012,SabraVimal,1326370981800255489,Vimal Kishor Sabra,,FALSE,2020-11-11T03:48:41+00:00,37,55,29,24,0,18,,FALSE,https://pbs.twimg.com/profile_images/1326371800155041792/r0XmfMVi_normal.jpg,,SabraVimal,aap,RAE
41,VIJAY KUMAR,JAGDISHPUR,184,SC,1,4,no,CHHATRAPATHI SHAHUJI MAHARAJ GAR,3.12,378102,FALSE,,,38520,66491,18.95,8th Pass,12,0,INC,3482,National Party,0,2,FALSE,,,M,AVADH,Agriculture,,,,FALSE,53.76,203268,32.71,66491,TRUE,AEUP2027080,184vijaypasi,1352996900480430080,Vijay Pasi🇮🇳,"प्रभारी, विधानसभा-184 जगदीशपुर, कांग्रेस पार्टी । पूर्व जिला पंचायत सदस्य | @INCindia  #Amethi | instagram.com/184vijaypasi",FALSE,2021-01-23T15:09:50+00:00,428,216,676,1276,1,494,"Jagdishpur, Amethi, UP",FALSE,https://pbs.twimg.com/profile_images/1482040817825239040/hh6jP73E_normal.jpg,https://pbs.twimg.com/profile_banners/1352996900480430080/1611415705,184vijaypasi,inc,AMT
42,Fateh Bahadur,GAURIGANJ,185,GEN,1,4,yes,CHHATRAPATHI SHAHUJI MAHARAJ GAR,3.33,350840,FALSE,,,19092,28964,9.41,10th Pass,9,0,INC,3482,National Party,0,3,FALSE,,,M,AVADH,Business,,Agriculture,,FALSE,57.82,202856,14.28,28964,TRUE,AEUP2027089,FatehBrSingh,892008395385049088,Fateh Bahadur Singh,"विधायक - कैम्पियरगंज, प्रोटेम स्पीकर(उ.प्र०), पूर्व कैबिनेट मंत्री ,उ.प्रदेश",TRUE,2017-07-31T13:05:49+00:00,1833,153,1416,1075,0,870,"Gorakhpur, India",FALSE,https://pbs.twimg.com/profile_images/1404142324561571844/kbhwhPnw_normal.jpg,https://pbs.twimg.com/profile_banners/892008395385049088/1635780298,FatehBrSingh,bjp,GOR
61,ASHISH SHUKLA,AMETHI,186,GEN,2,4,yes,CHHATRAPATHI SHAHUJI MAHARAJ GAR,2.7,350302,FALSE,AMETHI,16651,3878,14080,2.04,Post Graduate,14,0,INC,3482,National Party,0,3,FALSE,TRUE,FALSE,M,AVADH,Business,Real Estate or Builder or Developer or Construction,Agriculture,,TRUE,54.2,189864,7.42,14080,TRUE,AEUP108231,ashishshukl2500,1447786977831522305,Ashish Shukla,"पूर्व मंत्री उत्तर प्रदेश सरकार
186 विधानसभा अमेठी 227405
सबका साथ सबका विकास",FALSE,2021-10-12T04:51:38+00:00,58,12,24,44,0,19,"Amethi, India",FALSE,https://pbs.twimg.com/profile_images/1490618574960214017/Gqrfibfm_normal.jpg,,ashishshukl2500,inc,AMT
51,OM PRAKASH PANDEY,ISAULI,187,GEN,1,4,no,BADAUN,3.23,359218,FALSE,,,15241,69360,7.52,12th Pass,9,0,BJP,1605,National Party,0,2,FALSE,,,M,AVADH,Agriculture,,,,FALSE,56.44,202743,34.21,69360,TRUE,AEUP2027113,opandeybajrangi,1435847707998916610,Om Prakash Pandey 'Bajrangi',"सेवा ही संगठन - जय भाजपा तय भाजपा
जीतेगा विकास - जीतेगा यूपी
मिशन 2022
&
187 - इसौली विधानसभा क्षेत्र सुल्तानपुर (काशी क्षेत्र) 
भाजपा सुल्तानपुर",FALSE,2021-09-09T06:09:30+00:00,106,21,77,16,0,45,,FALSE,https://pbs.twimg.com/profile_images/1435847973175365633/JKi9eiuR_normal.jpg,https://pbs.twimg.com/profile_banners/1435847707998916610/1631168457,opandeybajrangi,bjp,SUL
48,Dr. JITENDRA SINGH YADAV,AMRITPUR,193,GEN,1,4,no,FARRUKHABAD,2.78,314440,FALSE,,,41113,54162,22.09,Graduate Professional,13,0,SP,7425,State-based Party,0,2,FALSE,,,M,DOAB,Liberal Profession or Professional,Doctor,,,FALSE,59.2,186149,29.1,54162,TRUE,AEUP2026524,drjitendraydv,718294253953265664,Dr. Jitendra Yadav,,FALSE,2016-04-08T04:27:50+00:00,576,247,224,143,0,185,"Farrukhabad-Fatehgarh, India",FALSE,https://pbs.twimg.com/profile_images/1376191407535366145/iQfsoRt0_normal.jpg,https://pbs.twimg.com/profile_banners/718294253953265664/1593766221,drjitendraydv,sp,FRK
36,Ankita Yadav,DIBIYAPUR,203,GEN,1,4,yes,AURAIYA,2.94,324465,FALSE,,,198,574,0.1,Post Graduate,11,0,AAAP,13,State-based Party,0,8,FALSE,,,F,DOAB,Social Work,,,,FALSE,61.78,200455,0.29,574,TRUE,AEUP2026218,AnkitaYadaw,1443177542244966401,Ankita Yadaw,,FALSE,2021-09-29T11:35:50+00:00,50,122,82,295,0,36,,FALSE,https://pbs.twimg.com/profile_images/1443258183057772545/3mM9aj9u_normal.jpg,,AnkitaYadaw,aap,AUR
41,Sarita Dohare,AURAIYA,204,SC,1,4,yes,AURAIYA,2.86,334379,FALSE,,,533,1143,0.27,10th Pass,11,0,INC,3482,National Party,0,5,FALSE,,,F,DOAB,Agriculture,,Social Work,,FALSE,58.54,195746,0.58,1143,TRUE,AEUP2026231,DohreSarita,1199207745154498561,Sarita Singh Dohre,I am Social workers & poltician work with Indian National Congress as a state Secretary of UPCC,FALSE,2019-11-26T06:06:55+00:00,42,66,26,67,0,12,"Uttar Pradesh, India",FALSE,https://pbs.twimg.com/profile_images/1199215854082121728/7NWAbxto_normal.jpg,https://pbs.twimg.com/profile_banners/1199207745154498561/1574750335,DohreSarita,inc,AUR
66,RAKESH SACHAN,BHOGNIPUR,208,GEN,5,4,no,RAMABAI NAGAR,3.03,346645,FALSE,GHATAMPUR,7425,11893,87809,5.45,Post Graduate,9,3,BJP,1605,National Party,0,1,FALSE,FALSE,FALSE,M,DOAB,Business,,Retired or Pension,,TRUE,62.93,218144,40.25,87809,TRUE,AEUP116691,Rakesh_Sachan_,1056801118758481921,राकेश सचान,"सदस्य @bjp4india

पूर्व सांसद-फतेहपुर 2009-14, पूर्व विधायक घाटमपुर-1993, 2002",TRUE,2018-10-29T06:53:15+00:00,37777,1461,28310,284935,15,1273,"फ़तेहपुर-कानपुर,उत्तर प्रदेश",FALSE,https://pbs.twimg.com/profile_images/1492171672564027393/mXq5XPIh_normal.jpg,https://pbs.twimg.com/profile_banners/1056801118758481921/1643269892,Rakesh_Sachan_,bjp,KND
56,NARENDRA PAL SINGH,BHOGNIPUR,208,GEN,1,4,no,RAMABAI NAGAR,3.03,346645,FALSE,,,28584,75916,13.1,Graduate Professional,9,0,SP,7425,State-based Party,0,2,FALSE,,,M,DOAB,Agriculture,,,,FALSE,62.93,218144,34.8,75916,TRUE,AEUP2026275,Narendr76437902,1278341344939765760,Narendra Pal Singh (Manu),जिला उपाध्यक्ष समाजवादी पार्टी भोगनीपुर विधान सभा २०८,FALSE,2020-07-01T14:55:20+00:00,284,88,178,83,0,81,"Bhognipur, Kanpur Dehat",FALSE,https://pbs.twimg.com/profile_images/1368544044666609671/03J0stmg_normal.jpg,https://pbs.twimg.com/profile_banners/1278341344939765760/1615121302,Narendr76437902,sp,KND
